#rnd_rate,wrt_rate,io_size,1_iops,device,cpu
0.8,0.6,0.001953125,9.21128382268E-05,1,0.20535
0.8,0.6,0.00390625,0.0057471264,0,0.009625
0.8,0.6,0.00390625,9.58083832335E-05,1,0.212975
0.8,0.6,0.0078125,0.0055248619,0,0.00965
0.8,0.6,0.0078125,0.0001301829,1,0.169275
0.8,0.6,0.015625,0.0052151239,0,0.010375
0.8,0.6,0.015625,0.0001895285,1,0.1312
0.8,0.6,0.03125,0.0043383948,0,0.0132
0.8,0.6,0.03125,0.0002767209,1,0.10825
0.8,0.6,0.0625,0.0041450777,0,0.0163
0.8,0.6,0.0625,0.0004401408,1,0.096675
0.8,0.6,0.125,0.0045819015,0,0.01695
0.8,0.6,0.125,0.0006303183,1,0.085225
0.8,0.6,0.25,0.0051948052,0,0.0193
0.8,0.6,0.25,0.0009854644,1,0.06225
0.8,0.6,0.5,0.007079646,0,0.017775
0.8,0.6,0.5,0.0016299919,1,0.07385
0.8,0.6,1,0.0118343195,0,0.0124
0.8,0.6,1,0.0028510335,1,0.05465
0.8,0.8,0.001953125,0.0102040816,0,0.004725
0.8,0.8,0.001953125,7.06613906162E-05,1,0.2256
0.8,0.8,0.00390625,0.004077472,0,0.01225
0.8,0.8,0.00390625,7.18816827502E-05,1,0.2134
0.8,0.8,0.0078125,0.0037878788,0,0.013
0.8,0.8,0.0078125,0.0001061571,1,0.192825
0.8,0.8,0.015625,0.0035523979,0,0.01435
0.8,0.8,0.015625,0.0001602115,1,0.139525
0.8,0.8,0.03125,0.0035335689,0,0.015825
0.8,0.8,0.03125,0.0002480313,1,0.106525
0.8,0.8,0.0625,0.0033167496,0,0.01995
0.8,0.8,0.0625,0.0003703018,1,0.08855
0.8,0.8,0.125,0.0038424592,0,0.019825
0.8,0.8,0.125,0.000575871,1,0.073925
0.8,0.8,0.25,0.0039564787,0,0.022875
0.8,0.8,0.25,0.0008954556,1,0.0672
0.8,0.8,0.5,0.0057971014,0,0.0204
0.8,0.8,0.5,0.0015461925,1,0.06605
0.8,0.8,1,0.0104166667,0,0.015025
0.8,0.8,1,0.0027586207,1,0.050975
0.8,1,0.001953125,0.0090909091,0,0.005725
0.8,1,0.001953125,3.36754194694E-05,1,0.367875
0.8,1,0.00390625,0.0025031289,0,0.02155
0.8,1,0.00390625,3.94734245169E-05,1,0.3569
0.8,1,0.0078125,0.0024737168,0,0.022575
0.8,1,0.0078125,4.83068450799E-05,1,0.320825
0.8,1,0.015625,0.0024721879,0,0.0234
0.8,1,0.015625,6.98567935732E-05,1,0.231275
0.8,1,0.03125,0.0023952096,0,0.027425
0.8,1,0.03125,0.0001071639,1,0.212075
0.8,1,0.0625,0.00249066,0,0.0293
0.8,1,0.0625,0.0001706557,1,0.1296
0.8,1,0.125,0.0024067389,0,0.036475
0.8,1,0.125,0.0003145891,1,0.1019
0.8,1,0.25,0.0030698388,0,0.03045
0.8,1,0.25,0.0006009615,1,0.074725
0.8,1,0.5,0.0047904192,0,0.022025
0.8,1,0.5,0.001211754,1,0.097175
0.8,1,1,0.0079365079,0,0.0184
0.8,1,1,0.0023696682,1,0.059275
1,0,0.001953125,0.0046189376,0,0.01225
1,0,0.001953125,0.0001080877,1,0.115525
1,0,0.00390625,0.004587156,0,0.013375
1,0,0.00390625,0.0001190051,1,0.133825
1,0,0.0078125,0.0045351474,0,0.011275
1,0,0.0078125,0.0001331868,1,0.15425
1,0,0.015625,0.004494382,0,0.011625
1,0,0.015625,0.000149098,1,0.1347
1,0,0.03125,0.0044101433,0,0.01245
1,0,0.03125,0.0001862978,1,0.13695
1,0,0.0625,0.0043859649,0,0.0182
1,0,0.0625,0.0002613184,1,0.109825
1,0,0.125,0.0055555556,0,0.01365
1,0,0.125,0.0003892186,1,0.0865
1,0,0.25,0.0070052539,0,0.01375
1,0,0.25,0.0006426735,1,0.066075
1,0,0.5,0.0092165899,0,0.01255
1,0,0.5,0.0012135922,1,0.072025
1,0,1,0.0136986301,0,0.010275
1,0,1,0.0022123894,1,0.065725
1,0.2,0.001953125,0.0080321285,0,0.0075
1,0.2,0.001953125,0.0001137171,1,0.175775
1,0.2,0.00390625,0.009569378,0,0.006475
1,0.2,0.00390625,0.0001189874,1,0.175975
1,0.2,0.0078125,0.0116618076,0,0.004825
1,0.2,0.0078125,0.0001434617,1,0.164875
1,0.2,0.015625,0.0143884892,0,0.004025
1,0.2,0.015625,0.000179638,1,0.12115
1,0.2,0.03125,0.0179372197,0,0.003375
1,0.2,0.03125,0.0002418818,1,0.117525
1,0.2,0.0625,0.0228571429,0,0.00275
1,0.2,0.0625,0.0003490401,1,0.1235
1,0.2,0.125,0.0285714286,0,0.00245
1,0.2,0.125,0.0005028916,1,0.082125
1,0.2,0.25,0.0350877193,0,0.00235
1,0.2,0.25,0.0008385744,1,0.059725
1,0.2,0.5,0.04,0,0.002675
1,0.2,0.5,0.0014571949,1,0.074
1,0.2,1,0.0519480519,0,0.00325
1,0.2,1,0.0025348542,1,0.061475
1,0.4,0.001953125,0.010230179,0,0.005825
1,0.4,0.001953125,0.0001020747,1,0.179525
1,0.4,0.00390625,0.0070052539,0,0.00855
1,0.4,0.00390625,0.0001094451,1,0.185225
1,0.4,0.0078125,0.0073126143,0,0.007675
1,0.4,0.0078125,0.0001384706,1,0.1715
1,0.4,0.015625,0.0075329567,0,0.0076
1,0.4,0.015625,0.000195322,1,0.138025
1,0.4,0.03125,0.0074074074,0,0.008325
1,0.4,0.03125,0.0002740289,1,0.11725
1,0.4,0.0625,0.0051480051,0,0.0128
1,0.4,0.0625,0.0003880858,1,0.120725
1,0.4,0.125,0.0053404539,0,0.01505
1,0.4,0.125,0.0005618767,1,0.0847
1,0.4,0.25,0.0061538462,0,0.01475
1,0.4,0.25,0.0009285051,1,0.064675
1,0.4,0.5,0.0083682008,0,0.01385
1,0.4,0.5,0.0015898251,1,0.0725
1,0.4,1,0.012987013,0,0.0112
1,0.4,1,0.0027155465,1,0.0462
1,0.6,0.001953125,0.0113636364,0,0.004875
1,0.6,0.001953125,9.55474871011E-05,1,0.2203
1,0.6,0.00390625,0.0053908356,0,0.010425
1,0.6,0.00390625,9.37492675838E-05,1,0.200125
1,0.6,0.0078125,0.0052700922,0,0.01015
1,0.6,0.0078125,0.0001262786,1,0.171125
1,0.6,0.015625,0.0046620047,0,0.011425
1,0.6,0.015625,0.0001880229,1,0.1459
1,0.6,0.03125,0.0044345898,0,0.01305
1,0.6,0.03125,0.0002593529,1,0.10055
1,0.6,0.0625,0.0043196544,0,0.0157
1,0.6,0.0625,0.0003728561,1,0.102275
1,0.6,0.125,0.0050697085,0,0.015625
1,0.6,0.125,0.0005804673,1,0.0873
1,0.6,0.25,0.0055944056,0,0.017725
1,0.6,0.25,0.0009594627,1,0.063925
1,0.6,0.5,0.0075046904,0,0.015125
1,0.6,0.5,0.0016326531,1,0.059875
1,0.6,1,0.0123076923,0,0.013175
1,0.6,1,0.0028129395,1,0.05175
1,0.8,0.001953125,0.0120481928,0,0.004125
1,0.8,0.001953125,7.32815477063E-05,1,0.2338
1,0.8,0.00390625,0.0040526849,0,0.0129
1,0.8,0.00390625,7.15422725403E-05,1,0.22255
1,0.8,0.0078125,0.0038204394,0,0.013475
1,0.8,0.0078125,0.0001015022,1,0.179775
1,0.8,0.015625,0.0037950664,0,0.01405
1,0.8,0.015625,0.0001525437,1,0.144775
1,0.8,0.03125,0.0037878788,0,0.015425
1,0.8,0.03125,0.0002197199,1,0.108275
1,0.8,0.0625,0.0038535645,0,0.016525
1,0.8,0.0625,0.0003329172,1,0.1043
1,0.8,0.125,0.0041884817,0,0.01905
1,0.8,0.125,0.0005415651,1,0.078425
1,0.8,0.25,0.0043290043,0,0.023725
1,0.8,0.25,0.0008828073,1,0.06385
1,0.8,0.5,0.0062111801,0,0.017825
1,0.8,0.5,0.0015467904,1,0.064775
1,0.8,1,0.0110497238,0,0.014625
1,0.8,1,0.0027247956,1,0.060825
1,1,0.001953125,0.0120481928,0,0.004625
1,1,0.001953125,0.000033859,1,0.370925
1,1,0.00390625,0.0030464585,0,0.018575
1,1,0.00390625,3.78318563146E-05,1,0.3432
1,1,0.0078125,0.0029112082,0,0.019925
1,1,0.0078125,4.54736650637E-05,1,0.3064
1,1,0.015625,0.0029585799,0,0.020375
1,1,0.015625,0.00006832,1,0.242925
1,1,0.03125,0.0028469751,0,0.022825
1,1,0.03125,0.0001002984,1,0.1676
1,1,0.0625,0.0028694405,0,0.025675
1,1,0.0625,0.0001781023,1,0.163
1,1,0.125,0.003257329,0,0.02735
1,1,0.125,0.0003134551,1,0.115875
1,1,0.25,0.003257329,0,0.031575
1,1,0.25,0.0005841121,1,0.085075
1,1,0.5,0.0050188206,0,0.021575
1,1,0.5,0.0011876485,1,0.103325
1,1,1,0.0086767896,0,0.018
1,1,1,0.0021978022,1,0.06395
