#seq;rnd_rate;wrt_rate;io_size;sys_cpu;usr_cpu;cpu_ctx;cpu_minf;cpu_majf;r_io_bytes;r_bw;r_bw_min;r_bw_max;r_bw_mean;r_bw_dev;r_iops;r_runtime;r_min_lat;r_max_lat;r_mean_lat;r_stddev_lat;w_io_bytes;w_bw;w_bw_min;w_bw_max;w_bw_mean;w_bw_dev;w_iops;w_runtime;w_min_lat;w_max_lat;w_mean_lat;w_stddev_lat
4;60;20;4;0.54;0.15;51246;8;0;163332;363;73;542;364.68;79.07;90;449466;101;308212;10793.21;12418.27;41468;92;13;232;92.19;34.87;23;449466;127;638358;804.15;10571.13
1;60;20;8;0.48;0.1;25638;7;0;163288;677;15;1195;680.79;150.13;84;241090;115;316769;11605.82;13573.08;41512;172;15;478;172.6;69.08;21;241090;136;368696;768.58;9306.94
2;60;20;8;0.45;0.13;25640;7;0;163288;682;188;1083;685.19;148.9;85;239140;112;301762;11484.45;12934.1;41512;173;15;496;173.83;67.09;21;239140;136;345170;869.81;9730.98
3;60;20;8;0.46;0.14;25649;7;0;163288;689;218;1101;690.83;154.95;86;236977;119;334827;11428.48;13258.19;41512;175;15;396;175.35;69.3;21;236977;139;246331;673.35;7157.09
4;60;20;8;0.48;0.11;25641;7;0;163288;688;169;1103;690.25;149.05;86;237283;117;316647;11435.59;13160.75;41512;174;14;498;175.12;69.26;21;237283;132;292288;704.2;8007.05
1;60;20;16;0.4;0.13;12828;7;0;163616;1199;403;1784;1204.44;267.68;74;136402;124;312926;13191.6;15469.46;41184;301;30;776;302.24;118.61;18;136402;157;164425;542.44;4646.13
2;60;20;16;0.4;0.11;12825;7;0;163616;1199;416;1865;1204.43;271.29;74;136374;132;306665;13199.33;15953.37;41184;301;29;766;302.66;120.72;18;136374;154;114008;501.14;3134.76
3;60;20;16;0.42;0.12;12833;8;0;163616;1213;445;1869;1219.45;267.9;75;134800;129;302740;12992.66;14895.28;41184;305;61;664;306.18;112.52;19;134800;156;235791;710.29;7504.97
4;60;20;16;0.43;0.1;12827;8;0;163616;1206;215;2059;1209.31;276.55;75;135664;125;409441;13010.98;15139.62;41184;303;30;652;304.19;118.71;18;135664;160;253786;973.17;10389.67
1;60;20;32;0.32;0.15;5015;7;0;128544;2123;702;3584;2126.36;535.35;66;60544;164;363306;14786.29;17543.85;31424;519;61;1344;518.8;232.51;16;60544;199;192304;1125.22;9923.59
2;60;20;32;0.37;0.1;5011;7;0;128544;2125;699;3257;2135.01;493.55;66;60465;164;325322;14860.97;16122.76;31424;519;63;1213;520.76;225.8;16;60465;200;212793;739.26;6982.59
3;60;20;32;0.4;0.09;5017;6;0;128544;2163;152;3225;2177.94;541.19;67;59426;165;576066;14669.11;18516.37;31424;528;61;1284;530.63;240.69;16;59426;200;24373;465.59;970.07
4;60;20;32;0.37;0.11;5007;6;0;128544;2141;814;3442;2160.36;526.47;66;60030;183;391993;14824.37;17144.94;31424;523;61;1201;530.68;232.75;16;60030;193;15515;446.17;719.04
1;60;20;64;0.29;0.12;1986;8;0;103040;3532;1456;5433;3548.16;903.37;55;29167;224;519746;17895.84;22576.51;23296;798;253;1654;804.86;340.69;12;29167;272;89701;925.21;5254.25
2;60;20;64;0.31;0.11;1982;7;0;103040;3488;1516;5513;3551.58;939.92;54;29534;225;245819;17585.63;17664.24;23296;788;111;1654;803.85;347.97;12;29534;301;583967;3308.76;35275.97
3;60;20;64;0.37;0.04;1982;6;0;103040;3432;1214;5980;3484.27;1109.18;53;30018;248;689528;18526.75;25847.19;23296;776;119;1750;787.36;403.73;12;30018;279;917;473.72;87.42
4;60;20;64;0.33;0.1;1983;7;0;103040;3522;851;6528;3560.47;1115.1;55;29251;233;518797;17575.82;20817.49;23296;796;250;1536;804.6;319.37;12;29251;279;223274;2572.72;17856.84
1;60;20;128;0.37;0.03;1604;7;0;166016;6208;898;10964;6216.43;1906.63;48;26741;387;537961;20244.65;24795.8;38784;1450;224;3813;1438.0;784.95;11;26741;496;223294;1550.48;13005.14
2;60;20;128;0.34;0.09;1604;7;0;166016;6326;457;11725;6474.73;2025.7;49;26240;408;1042293;20060.87;35329.28;38784;1478;228;3908;1514.59;841.76;11;26240;513;21955;683.21;1228.33
3;60;20;128;0.33;0.11;1606;6;0;166016;6777;1153;14504;6836.17;2205.79;52;24494;397;310617;18708.74;22968.15;38784;1583;384;4326;1563.09;782.27;12;24494;467;23896;709.54;1339.88
4;60;20;128;0.29;0.16;1607;6;0;166016;6635;973;11930;6695.87;2095.72;51;25021;416;362334;19118.52;21483.43;38784;1550;243;3231;1540.77;713.77;12;25021;503;19628;692.95;1095.6
1;60;20;256;0.41;0.12;805;6;0;163840;12041;4338;16896;12277.24;3138.45;47;13606;635;420966;21017.68;25844.31;40960;3010;948;6107;3004.16;1461.2;11;13606;730;1416;921.05;111.77
2;60;20;256;0.37;0.15;803;7;0;163840;12571;1526;19730;12715.04;3728.23;49;13033;628;303577;19571.55;21454.83;40960;3142;508;5565;3134.04;1233.13;12;13033;740;352302;3121.1;27779.07
3;60;20;256;0.45;0.06;804;7;0;163840;12399;1130;18000;12824.62;4121.14;48;13213;633;875665;20371.61;41021.87;40960;3099;282;5988;3114.38;1422.98;12;13213;744;12641;1048.05;1089.52
4;60;20;256;0.38;0.16;803;6;0;163840;12846;5565;19692;12920.83;3550.99;50;12754;607;435129;19684.79;25860.69;40960;3211;1011;6932;3145.71;1584.74;12;12754;779;1421;926.58;116.87
1;60;20;512;1.06;0.66;403;6;0;163328;53992;40960;64383;53995.83;8935.59;105;3025;1175;64302;9033.89;6570.17;41472;13709;8861;19417;13748.67;4250.9;26;3025;1266;2402;1718.23;322.56
2;60;20;512;1.19;0.26;403;6;0;163328;53761;36864;67047;53805.67;10835.6;105;3038;1198;57782;9076.82;6649.58;41472;13651;7111;20439;13537.33;6152.12;26;3038;1256;2455;1708.15;323.69
3;60;20;512;1.46;0.27;403;6;0;163328;54315;47463;62859;54312.8;6940.86;106;3007;1198;30025;8979.65;5601.74;41472;13791;7069;17235;13372.4;4291.5;26;3007;1271;2414;1713.15;318.63
4;60;20;512;1.07;0.27;404;6;0;163328;54771;47009;61968;54463.6;6018.02;106;2982;1190;67026;8899.57;6398.72;41472;13907;8000;17269;13440.2;3824.57;27;2982;1260;2404;1720.67;321.69
1;60;20;1024;1.12;0.37;203;6;0;166912;77669;62859;85657;75563.0;9803.2;75;2149;2121;105728;12451.7;10003.02;37888;17630;12166;28614;17595.25;7476.8;17;2149;2535;4883;3165.43;623.26
2;60;20;1024;1.11;0.37;202;6;0;166912;77489;62859;85657;75407.25;9710.42;75;2154;2121;105722;12481.45;10029.65;37888;17589;12166;28614;17568.0;7494.31;17;2154;2513;4882;3155.11;623.37
3;60;20;1024;1.35;0.19;202;6;0;166912;80362;73580;85657;80270.25;5064.59;78;2077;2099;39551;12006.01;6883.25;37888;18241;12000;28614;17540.0;7525.97;17;2077;2512;4896;3174.08;618.33
4;60;20;1024;1.11;0.37;202;6;0;166912;76847;69647;81920;75626.5;5245.71;75;2172;2270;58055;12596.01;8102.1;37888;17443;13176;28614;17594.0;7365.6;17;2172;2504;4905;3152.89;607.73
1;60;40;2;0.86;0.34;2502;6;0;3072;188;29;308;201.54;84.0;94;16272;55;670921;10304.24;37668.48;1922;118;26;212;123.57;50.03;59;16272;102;31915;438.86;1227.7
2;60;40;2;0.62;0.31;2500;7;0;3072;184;3;310;194.27;88.37;92;16657;54;679141;10451.94;37230.14;1922;115;23;210;123.79;46.6;57;16657;101;180634;606.13;5936.06
3;60;40;2;0.73;0.17;2501;7;0;3072;186;30;303;198.45;85.05;93;16455;64;695999;10290.49;37819.83;1922;116;29;213;122.66;54.39;58;16455;103;133083;653.84;5304.71
4;60;40;2;1.0;0.15;2499;7;0;3072;186;37;291;197.0;80.02;93;16451;48;691826;10264.54;36591.34;1922;116;32;200;121.69;47.34;58;16451;100;124283;687.84;5622.86
1;60;40;4;0.86;0.27;2499;7;0;6144;454;196;674;464.08;106.15;113;13507;59;310095;8231.88;11028.36;3844;284;112;472;290.08;88.59;71;13507;120;438029;876.65;14127.79
2;60;40;4;1.05;0.4;2499;7;0;6144;506;123;718;507.3;149.74;126;12139;55;257949;7356.52;11158.37;3844;316;105;463;315.74;99.52;79;12139;122;389548;849.41;12576.07
3;60;40;4;1.15;0.38;2499;6;0;6144;452;82;872;465.6;167.36;113;13578;53;634090;8528.9;20379.95;3844;283;58;520;290.24;123.63;70;13578;125;35609;470.23;1221.23
4;60;40;4;1.19;0.56;2500;6;0;6144;507;136;819;513.13;129.76;126;12104;54;349807;7597.29;13367.46;3844;317;82;500;320.83;97.79;79;12104;123;12191;425.71;542.26
1;60;40;8;1.02;0.26;2503;6;0;12288;1120;516;1540;1112.4;238.34;140;10969;68;319575;6869.31;12205.46;7688;700;307;1131;697.7;213.81;87;10969;130;10134;414.31;414.19
2;60;40;8;1.09;0.41;2502;7;0;12288;1151;523;1625;1129.3;249.19;143;10674;67;200234;6447.41;7488.5;7688;720;301;1105;705.7;224.65;90;10674;135;236713;781.25;7975.66
3;60;40;8;0.7;0.55;2501;6;0;12288;1125;814;1536;1130.0;181.75;140;10913;71;241681;6819.36;10224.31;7688;704;385;960;708.05;166.47;88;10913;135;15434;434.62;591.81
4;60;40;8;0.85;0.26;2502;7;0;12288;1132;716;1532;1132.19;214.33;141;10854;63;229926;6700.61;9970.92;7688;708;451;1069;705.95;184.4;88;10854;129;119098;565.04;3964.79
1;60;40;16;1.18;0.18;2502;6;0;24576;2259;908;3168;2206.95;482.63;141;10877;83;322411;6792.67;12150.38;15376;1413;751;2080;1381.81;344.91;88;10877;147;13496;441.4;602.17
2;60;40;16;1.06;0.33;2503;7;0;24576;2250;1085;3680;2266.86;562.29;140;10919;81;257588;6643.38;10435.0;15376;1408;575;2240;1424.38;444.14;88;10919;151;231862;722.43;7559.81
3;60;40;16;1.15;0.22;2503;6;0;24576;2282;1075;3136;2239.6;478.75;142;10768;78;247642;6723.65;10633.01;15376;1427;379;2011;1397.6;431.64;89;10768;145;10221;437.86;452.52
4;60;40;16;1.05;0.49;2502;7;0;24576;2312;1053;3481;2272.15;538.9;144;10629;81;229143;6375.52;7816.19;15376;1446;730;2163;1422.3;431.08;90;10629;153;240258;849.14;8589.49
1;60;40;32;1.24;0.25;2500;7;0;49152;4350;1792;5956;4290.62;846.01;135;11299;113;232479;6825.38;8434.79;30752;2721;832;4096;2677.33;772.81;85;11299;193;296200;826.48;9588.96
2;60;40;32;0.95;0.35;2504;7;0;49152;4345;1869;5869;4312.05;899.48;135;11310;108;223630;6795.52;8199.19;30752;2719;792;3904;2704.19;748.68;84;11310;184;329906;887.29;10726.13
3;60;40;32;1.24;0.36;2504;7;0;49152;4365;1805;5992;4339.38;931.65;136;11258;113;266510;6767.89;8918.27;30752;2731;747;3888;2716.38;796.33;85;11258;190;257744;875.47;8701.14
4;60;40;32;1.14;0.11;2502;7;0;49152;4359;2217;6400;4425.86;945.09;136;11274;112;250198;6830.16;9446.06;30752;2727;1222;4352;2782.95;771.54;85;11274;185;296093;795.37;9566.27
1;60;40;64;1.27;0.21;2506;6;0;98304;8684;3852;13073;8654.81;2007.54;135;11320;202;323151;7001.22;12058.77;61504;5433;1615;8217;5422.52;1629.17;84;11320;264;8323;566.77;383.51
2;60;40;64;1.33;0.31;2501;7;0;98304;8593;3738;13285;8546.0;2072.7;134;11440;204;357734;6821.46;10568.25;61504;5376;2718;7506;5326.67;1345.64;84;11440;274;273950;977.95;9493.79
3;60;40;64;1.23;0.28;2502;7;0;98304;8657;5200;12928;8672.95;1791.92;135;11355;214;282650;6828.16;8976.75;61504;5416;2000;7680;5421.27;1398.49;84;11355;272;229762;879.99;7523.4
4;60;40;64;1.16;0.35;2503;8;0;98304;8650;3569;13487;8584.43;2129.89;135;11364;208;307493;7035.3;12059.24;61504;5412;2167;7394;5360.38;1452.35;84;11364;269;1871;558.48;263.02
1;60;40;128;1.61;0.27;1605;7;0;126848;17054;8230;22086;17289.38;3532.23;133;7438;373;426483;7015.22;14261.38;77952;10480;3831;13858;10383.92;2833.57;81;7438;419;8118;773.68;403.39
2;60;40;128;1.26;0.32;1604;7;0;126848;16701;8561;22766;17113.71;3381.22;130;7595;370;103131;6745.28;6144.62;77952;10263;3929;15088;10286.21;3007.82;80;7595;419;418385;1472.45;16941.9
3;60;40;128;1.49;0.27;1605;7;0;126848;16836;9014;21248;17188.29;3306.75;131;7534;391;59419;6699.78;5484.02;77952;10346;3755;13796;10354.29;2735.86;80;7534;418;355206;1445.96;14491.01
4;60;40;128;1.4;0.22;1603;7;0;126848;17065;7139;21712;16836.07;3457.99;133;7433;370;125876;6670.98;6233.76;77952;10487;2804;14642;10161.57;3241.15;81;7433;419;328420;1327.53;13309.4
1;60;40;256;1.33;0.48;803;6;0;126976;30261;28276;33457;30481.12;1955.4;118;4196;662;37683;7800.4;5311.12;77824;18547;11659;22857;18392.88;4066.84;72;4196;704;1953;1051.7;275.28
2;60;40;256;1.79;0.19;804;6;0;126976;29834;26920;33590;29814.12;2204.63;116;4256;595;51851;7918.02;5719.14;77824;18285;11152;22766;17993.62;4139.67;71;4256;725;1984;1057.32;271.85
3;60;40;256;1.81;0.19;805;7;0;126976;30253;28160;33964;30401.25;2078.4;118;4197;603;37674;7797.06;5368.05;77824;18542;11659;22766;18360.62;4048.81;72;4197;705;2021;1059.65;275.93
4;60;40;256;1.44;0.39;805;6;0;126976;30552;28276;33964;30810.62;1899.49;119;4156;645;37662;7722.12;5328.85;77824;18725;11659;22766;18400.5;4056.94;73;4156;698;2003;1048.9;272.98
1;60;40;512;1.28;0.57;402;6;0;126976;44979;36864;52825;45544.2;6581.42;87;2823;1175;60972;10372.45;7500.49;77824;27567;19301;32125;26896.4;5079.26;53;2823;1248;2420;1624.38;283.07
2;60;40;512;1.72;0.14;403;6;0;126976;45527;39776;53248;46233.2;5551.46;88;2789;1170;37666;10235.54;6863.8;77824;27903;19456;32443;27278.2;4991.71;54;2789;1252;2791;1619.21;281.1
3;60;40;512;1.46;0.29;402;7;0;126976;46274;38834;51809;46600.4;5461.3;90;2744;1138;37665;10063.55;6658.89;77824;28361;20317;32188;27764.0;4699.96;55;2744;1154;2645;1608.95;294.95
4;60;40;512;1.59;0.43;403;6;0;126976;45806;39856;53628;46189.2;5817.43;89;2772;1194;37672;10175.63;6696.83;77824;28075;19225;32443;27492.6;5131.43;54;2772;1239;2331;1609.3;261.66
1;60;40;1024;1.08;0.36;202;6;0;133120;59909;46362;72424;57873.5;11161.8;58;2222;2292;55106;15307.75;10696.4;71680;32259;17964;52306;32737.25;14646.2;31;2222;2503;4992;3281.73;665.27
2;60;40;1024;0.89;0.71;203;7;0;133120;59402;42922;73142;57321.75;12411.06;58;2241;2301;60364;15463.29;10971.24;71680;31985;18686;52825;32708.25;14962.1;31;2241;2380;4998;3269.27;681.26
3;60;40;1024;1.26;0.18;203;6;0;133120;59721;44876;71394;57924.25;11292.82;58;2229;2298;60391;15370.75;10715.56;71680;32157;19883;53035;32851.5;14203.81;31;2229;2382;5013;3268.71;681.67
4;60;40;1024;1.08;0.54;204;7;0;133120;59775;44433;72853;58002.75;11965.91;58;2227;2298;60356;15322.35;11095.94;71680;32186;18249;52616;32787.25;14761.41;31;2227;2453;5482;3322.73;704.1
1;60;60;2;0.46;0.11;102442;7;0;82360;85;1;280;96.49;45.11;42;964305;79;1394154;20792.27;57925.41;122440;126;1;443;143.86;72.18;63;964305;94;1368398;1753.11;36562.7
2;60;60;2;0.45;0.12;102454;7;0;82360;85;1;267;96.6;44.78;42;964480;66;1317975;20281.98;53712.31;122440;126;1;432;143.42;71.18;63;964480;94;1374837;2099.37;41447.61
3;60;60;2;0.45;0.12;102455;7;0;82360;85;1;276;97.25;45.65;42;963597;50;1353343;20554.54;57871.28;122440;127;1;433;144.54;72.55;63;963597;89;1359913;1901.49;38718.93
4;60;60;2;0.45;0.13;102465;7;0;82360;85;1;288;96.7;45.74;42;963518;55;1357450;20739.28;58288.44;122440;127;1;432;144.13;71.86;63;963518;92;1283139;1775.85;36658.14
1;60;60;4;0.7;0.2;51221;7;0;82388;263;6;488;267.7;91.66;65;312488;103;1159141;13925.92;23389.83;122412;391;16;852;397.74;147.54;97;312488;118;435976;825.92;10826.96
2;60;60;4;0.71;0.18;51223;7;0;82388;263;23;536;268.34;94.01;65;312297;106;1107027;13813.23;23327.64;122412;391;13;809;399.27;155.36;97;312297;113;425100;895.63;11653.2
3;60;60;4;0.69;0.21;51224;7;0;82388;264;15;530;270.43;94.51;66;311096;104;1283830;13763.17;23666.71;122412;393;35;839;401.68;152.96;98;311096;119;447604;890.1;12193.29
4;60;60;4;0.71;0.2;51224;7;0;82388;265;5;522;270.39;95.29;66;310886;101;490358;13794.1;22735.94;122412;393;15;992;401.39;155.85;98;310886;115;461176;862.35;11690.03
1;60;60;8;0.75;0.17;25616;7;0;82464;569;14;1021;577.88;188.26;71;144792;112;466024;12654.18;21709.15;122336;844;29;1767;857.11;312.35;105;144792;124;475725;925.66;12558.69
2;60;60;8;0.75;0.17;25625;7;0;82464;575;75;990;589.45;170.78;71;143247;108;412849;12781.89;22339.02;122336;854;82;1638;875.2;286.34;106;143247;123;484817;738.62;10084.32
3;60;60;8;0.74;0.19;25623;7;0;82464;580;79;966;592.69;185.66;72;142028;111;486531;12482.91;23052.53;122336;861;86;1902;879.32;299.96;107;142028;126;483301;860.43;11625.92
4;60;60;8;0.74;0.2;25633;8;0;82464;583;44;988;591.73;173.13;72;141383;109;465417;12436.53;20001.52;122336;865;44;1669;877.6;294.21;108;141383;124;497136;849.25;11095.96
1;60;60;16;0.84;0.17;12816;7;0;81888;1196;159;1976;1223.94;351.32;74;68421;134;475276;11894.84;18020.64;122912;1796;285;3984;1831.29;605.47;112;68421;149;456577;969.01;13443.41
2;60;60;16;0.75;0.25;12813;7;0;81888;1216;279;2190;1233.24;410.48;76;67317;135;458363;11705.04;19373.73;122912;1825;442;3611;1850.79;648.79;114;67317;147;429859;951.71;12431.95
3;60;60;16;0.78;0.24;12815;7;0;81888;1229;149;2031;1253.61;414.17;76;66609;131;495237;11795.16;22961.35;122912;1845;209;3889;1886.02;729.58;115;66609;146;410245;799.63;9928.05
4;60;60;16;0.84;0.18;12815;7;0;81888;1225;190;1984;1262.72;394.08;76;66823;112;598273;11842.92;24146.8;122912;1839;285;3424;1899.73;656.61;114;66823;148;515033;795.42;10716.93
1;60;60;32;0.9;0.25;6409;8;0;82048;2515;61;3928;2574.17;869.33;78;32617;159;521220;10902.48;19009.72;122752;3763;122;6870;3857.95;1576.76;117;32617;175;534611;1202.56;16330.34
2;60;60;32;0.95;0.28;6407;7;0;82048;2746;462;4462;2815.78;794.38;85;29869;113;477890;10211.84;17295.42;122752;4109;750;6513;4194.47;1265.59;128;29869;182;492774;947.86;12364.53
3;60;60;32;0.84;0.31;6409;7;0;82048;2646;61;4283;2735.25;898.51;82;30997;122;435534;10286.67;16537.41;122752;3960;184;7859;4075.67;1438.51;123;30997;185;533678;1191.89;16902.01
4;60;60;32;0.99;0.23;6407;8;0;82048;2750;604;4598;2833.43;992.63;85;29831;123;501724;10219.71;21307.36;122752;4114;241;8733;4230.84;1698.58;128;29831;184;453225;932.64;11890.79
1;60;60;64;1.2;0.41;3205;7;0;84288;6187;3385;9269;6329.4;1298.33;96;13623;212;137769;8661.08;9321.14;120512;8846;4191;15116;9046.6;2465.11;138;13623;249;456054;1163.2;14197.47
2;60;60;64;0.9;0.55;3208;7;0;84288;6113;744;9434;6219.5;1784.12;95;13787;201;83818;8886.14;8774.78;120512;8740;1612;12672;8866.62;2637.49;136;13787;258;482135;1093.26;14787.42
3;60;60;64;1.46;0.25;3207;7;0;84288;6676;3159;10496;6833.22;1687.14;104;12624;204;435711;8345.29;14575.77;120512;9546;4746;17920;9755.48;2669.33;149;12624;252;334899;853.15;7839.83
4;60;60;64;1.32;0.39;3206;9;0;84288;6314;1398;9856;6322.12;1859.61;98;13349;207;172300;8586.52;9278.26;120512;9027;2914;14406;9001.31;2843.47;141;13349;258;404382;1069.48;13015.07
1;60;60;128;1.89;0.23;1602;7;0;86656;12411;5792;17049;12557.83;2931.86;96;6982;346;42224;8318.67;6118.87;118144;16921;6640;22857;16827.83;4223.74;132;6982;401;469624;1448.76;15942.72
2;60;60;128;1.57;0.47;1606;8;0;86656;12595;6684;17152;12769.08;2697.36;98;6880;348;39660;8266.54;6285.41;118144;17172;7822;22528;17184.0;3893.49;134;6880;385;447672;1375.3;15020.5
3;60;60;128;1.45;0.36;1605;7;0;86656;13105;6660;17523;13338.33;2841.53;102;6612;350;38998;8007.0;5735.96;118144;17868;9122;22994;17962.83;3924.57;139;6612;397;417933;1275.97;13875.15
4;60;60;128;1.57;0.52;1604;7;0;86656;12602;751;18429;12675.85;4199.08;98;6876;360;418140;9102.91;17293.54;118144;17182;14112;27771;18505.5;3911.4;134;6876;416;6331;757.64;426.62
1;60;60;256;1.67;0.52;800;6;0;88832;23205;18906;29615;23245.29;4310.66;90;3828;643;32859;9694.12;5904.8;114688;29960;25904;40156;30160.43;4832.44;117;3828;709;1780;1020.13;260.75
2;60;60;256;1.57;0.63;799;8;0;88832;23272;18358;30208;23202.71;4889.29;90;3817;622;68674;9649.22;6702.43;114688;30046;24188;41472;30104.14;5470.0;117;3817;679;2436;1029.88;275.36
3;60;60;256;1.27;0.32;800;7;0;88832;23481;19378;29696;23754.14;4038.52;91;3783;597;33489;9575.57;5576.64;114688;30316;24380;40448;30531.29;5355.3;118;3783;659;1824;1013.25;265.05
4;60;60;256;1.3;0.8;800;6;0;88832;22185;16685;27936;22037.43;3381.6;86;4004;619;254272;10204.3;14346.44;114688;28643;22882;34031;28309.14;3712.38;111;4004;614;1779;1017.23;259.62
1;60;60;512;1.33;0.67;383;6;0;86016;35765;29696;42176;35761.75;5662.25;69;2405;1179;40665;12297.99;7353.93;108032;44919;31554;64735;44731.0;14280.92;87;2405;1211;2430;1588.31;252.17
2;60;60;512;1.31;0.33;382;6;0;86016;35295;29343;42338;35562.25;5334.26;68;2437;1105;37647;12487.88;7132.42;108032;44329;31751;64984;44027.25;14537.77;86;2437;1222;2646;1588.82;285.13
3;60;60;512;1.59;0.32;382;7;0;86016;34269;30000;40044;34589.5;5079.78;66;2510;1171;51630;12918.88;8295.57;108032;43040;26465;62927;42544.0;15376.37;84;2510;1253;2470;1592.88;263.6
4;60;60;512;0.98;0.66;383;6;0;86016;35281;30176;42257;35703.0;4995.88;68;2438;1145;37656;12478.08;7261.89;108032;44311;30476;64859;44119.0;14785.74;86;2438;1244;2572;1602.52;288.14
1;60;60;1024;0.92;0.37;202;7;0;89088;41035;30476;50519;40046.5;8215.69;40;2171;2268;88718;20143.04;17144.44;115712;53298;36212;69079;52997.5;15237.02;52;2171;2311;32386;3682.11;3291.53
2;60;60;1024;0.94;0.57;202;7;0;89088;42062;31030;51497;42202.75;8826.37;41;2118;2235;63768;19597.35;14539.79;115712;54632;37925;65939;53905.5;13172.33;53;2118;2339;20106;3638.09;2528.22
3;60;60;1024;0.56;0.93;203;6;0;89088;41591;30415;50045;41538.25;8413.12;40;2142;2242;63770;20070.08;15004.14;115712;54020;36283;68942;53542.5;14585.01;52;2142;2345;17617;3485.77;2069.74
4;60;60;1024;0.93;0.56;202;8;0;89088;41359;30658;50424;40687.0;8247.43;40;2154;2250;72099;19946.71;15703.76;115712;53719;44876;62060;53766.0;9187.17;52;2154;2345;40781;3686.36;3847.77
1;60;80;2;0.42;0.13;102442;7;0;41204;48;1;174;58.62;36.23;24;842280;97;1443212;31154.93;84136.47;163596;194;1;960;232.29;146.36;97;842280;84;1432096;2442.07;39248.59
2;60;80;2;0.43;0.12;102446;7;0;41204;48;1;183;59.18;37.21;24;840993;94;1366813;31539.21;89327.46;163596;194;1;765;233.57;149.21;97;840993;72;1374980;2329.59;38231.33
3;60;80;2;0.43;0.12;102451;7;0;41204;48;1;186;58.87;36.35;24;842524;98;1421464;30877.85;83676.41;163596;194;1;868;233.95;148.34;97;842524;87;1436992;2514.83;40768.66
4;60;80;2;0.42;0.13;102469;7;0;41204;49;1;174;59.17;36.75;24;838466;96;1410905;30868.07;83510.12;163596;195;1;819;232.57;148.49;97;838466;87;1392524;2467.69;39816.01
1;60;80;4;0.93;0.27;51220;7;0;41168;200;15;430;207.1;80.47;50;205371;102;1412010;15886.15;31477.29;163632;796;45;1732;823.66;335.22;199;205371;113;476376;1014.88;10469.81
2;60;80;4;0.97;0.25;51209;7;0;41168;203;13;416;208.33;78.84;50;202104;102;537461;15637.67;27295.38;163632;809;68;1821;830.77;328.13;202;202104;113;472149;997.6;10446.13
3;60;80;4;0.97;0.22;51214;7;0;41168;202;13;412;208.5;82.61;50;203691;102;1133917;15616.22;30576.63;163632;803;6;1735;826.89;351.45;200;203691;113;524057;1041.89;11414.17
4;60;80;4;0.93;0.28;51217;7;0;41168;202;24;404;207.63;79.31;50;203271;99;445659;15525.64;26774.12;163632;804;31;1708;824.81;329.38;201;203271;110;448415;1054.4;11086.51
1;60;80;8;1.06;0.21;4896;7;0;8040;427;92;855;442.06;167.06;53;18791;150;428439;14228.67;24597.71;31064;1653;308;3136;1696.39;654.46;206;18791;126;511273;1147.72;13597.23
2;60;80;8;1.06;0.33;4893;7;0;8040;444;226;841;456.45;123.64;55;18080;160;438978;14438.4;23041.96;31064;1718;811;2571;1746.36;416.1;214;18080;128;436078;910.03;7335.1
3;60;80;8;0.84;0.35;4895;7;0;8040;434;30;697;440.41;150.05;54;18504;143;510452;14634.53;28427.93;31064;1678;471;2571;1716.76;446.74;209;18504;125;460206;968.92;10274.88
4;60;80;8;1.04;0.35;4895;8;0;8040;443;47;783;446.26;180.36;55;18123;171;378557;13378.95;19766.82;31064;1714;78;2964;1713.74;606.96;214;18123;125;421919;1195.36;12976.21
1;60;80;16;0.96;0.24;4892;7;0;16080;819;183;1546;844.34;338.77;51;19628;133;410619;15692.39;31013.42;62080;3162;629;5917;3255.69;1297.97;197;19628;130;391820;985.19;8336.44
2;60;80;16;0.94;0.38;4891;7;0;16080;855;144;1618;897.0;414.56;53;18796;141;817192;15592.08;40860.03;62080;3302;433;6311;3448.53;1618.11;206;18796;142;464599;796.84;7668.95
3;60;80;16;1.13;0.22;4893;7;0;16080;872;166;1552;896.12;358.39;54;18430;146;426795;13990.67;25288.31;62080;3368;643;5838;3439.71;1314.51;210;18430;143;471034;1117.14;11163.94
4;60;80;16;0.99;0.26;4891;7;0;16080;867;57;1569;882.94;362.32;54;18531;129;508460;15105.04;35348.13;62080;3350;342;6382;3382.64;1403.75;209;18531;134;347988;854.75;6529.79
1;60;80;32;1.21;0.29;4889;7;0;32160;1800;543;3187;1862.81;680.33;56;17860;158;475872;13066.82;23009.21;124128;6950;1855;12038;7155.75;2439.57;217;17860;154;436493;1209.9;11904.21
2;60;80;32;1.31;0.24;4890;7;0;32160;1952;384;3667;1987.84;626.64;61;16475;165;169480;11516.48;12998.79;124128;7534;1664;12054;7662.39;2233.67;235;16475;175;443425;1254.43;12471.32
3;60;80;32;1.16;0.43;4893;7;0;32160;1934;509;3449;1974.29;571.77;60;16624;165;151890;11906.53;11888.07;124128;7466;1721;13668;7637.9;2534.4;233;16624;181;438642;1191.51;11818.77
4;60;80;32;1.19;0.29;4893;7;0;32160;1777;264;3640;1816.94;709.73;55;18095;145;444720;13093.77;20938.46;124128;6859;1862;13306;6969.58;2764.07;214;18095;177;489323;1263.3;13284.93
1;60;80;64;1.34;0.52;3206;7;0;42880;3997;500;7084;3948.4;1448.99;62;10726;233;439054;11749.8;21080.43;161920;15096;3256;22213;14850.25;4629.11;235;10726;251;480427;1118.11;9721.46
