#rnd_rate;wrt_rate;io_size;ssd_iops;ssd_tot_cpu;hdd_iops;hdd_tot_cpu
0.8;0.8;0.03125;0.000248031251938;0.106525;0.00353356890459;0.015825
0.8;0.8;0.0625;0.000370301795964;0.08855;0.00331674958541;0.01995
0.8;0.8;0.125;0.000575871004895;0.073925;0.00384245917387;0.019825
0.8;0.8;0.25;0.000895455563018;0.0672;0.00395647873393;0.022875
0.8;0.8;0.5;0.00154619250097;0.06605;0.00579710144928;0.0204
0.8;0.8;1.0;0.00275862068966;0.050975;0.0104166666667;0.015025
0.8;1.0;0.001953125;3.36754194694e-05;0.367875;0.00909090909091;0.005725
0.8;1.0;0.00390625;3.94734245169e-05;0.3569;0.00250312891114;0.02155
0.8;1.0;0.0078125;4.83068450799e-05;0.320825;0.00247371675943;0.022575
0.8;1.0;0.015625;6.98567935732e-05;0.231275;0.00247218788628;0.0234
0.8;1.0;0.03125;0.000107163907196;0.212075;0.00239520958084;0.027425
0.8;1.0;0.0625;0.000170655744699;0.1296;0.00249066002491;0.0293
0.8;1.0;0.125;0.00031458906803;0.1019;0.00240673886883;0.036475
0.8;1.0;0.25;0.000600961538462;0.074725;0.00306983883346;0.03045
0.8;1.0;0.5;0.00121175401394;0.097175;0.00479041916168;0.022025
0.8;1.0;1.0;0.00236966824645;0.059275;0.00793650793651;0.0184
1.0;0.0;0.001953125;0.000108087659092;0.115525;0.00461893764434;0.01225
1.0;0.0;0.00390625;0.00011900511722;0.133825;0.0045871559633;0.013375
1.0;0.0;0.0078125;0.000133186827823;0.15425;0.00453514739229;0.011275
1.0;0.0;0.015625;0.000149097957358;0.1347;0.00449438202247;0.011625
1.0;0.0;0.03125;0.000186297797029;0.13695;0.00441014332966;0.01245
1.0;0.0;0.0625;0.000261318351081;0.109825;0.00438596491228;0.0182
1.0;0.0;0.125;0.000389218643573;0.0865;0.00555555555556;0.01365
1.0;0.0;0.25;0.000642673521851;0.066075;0.00700525394046;0.01375
1.0;0.0;0.5;0.00121359223301;0.072025;0.00921658986175;0.01255
1.0;0.0;1.0;0.00221238938053;0.065725;0.013698630137;0.010275
1.0;0.2;0.001953125;0.000113717128643;0.175775;0.00803212851406;0.0075
1.0;0.2;0.00390625;0.000118987417081;0.175975;0.00956937799043;0.006475
1.0;0.2;0.0078125;0.000143461731583;0.164875;0.0116618075802;0.004825
1.0;0.2;0.015625;0.000179638029371;0.12115;0.0143884892086;0.004025
1.0;0.2;0.03125;0.000241881840721;0.117525;0.0179372197309;0.003375
1.0;0.2;0.0625;0.000349040139616;0.1235;0.0228571428571;0.00275
1.0;0.2;0.125;0.000502891626854;0.082125;0.0285714285714;0.00245
1.0;0.2;0.25;0.00083857442348;0.059725;0.0350877192982;0.00235
1.0;0.2;0.5;0.00145719489982;0.074;0.04;0.002675
1.0;0.2;1.0;0.00253485424588;0.061475;0.0519480519481;0.00325
1.0;0.4;0.001953125;0.000102074667619;0.179525;0.0102301790281;0.005825
1.0;0.4;0.00390625;0.000109445113276;0.185225;0.00700525394046;0.00855
1.0;0.4;0.0078125;0.000138470592308;0.1715;0.0073126142596;0.007675
1.0;0.4;0.015625;0.000195322037209;0.138025;0.0075329566855;0.0076
1.0;0.4;0.03125;0.00027402891005;0.11725;0.00740740740741;0.008325
1.0;0.4;0.0625;0.000388085766954;0.120725;0.00514800514801;0.0128
1.0;0.4;0.125;0.000561876668071;0.0847;0.00534045393858;0.01505
1.0;0.4;0.25;0.000928505106778;0.064675;0.00615384615385;0.01475
1.0;0.4;0.5;0.00158982511924;0.0725;0.00836820083682;0.01385
1.0;0.4;1.0;0.00271554650373;0.0462;0.012987012987;0.0112
1.0;0.6;0.001953125;9.55474871011e-05;0.2203;0.0113636363636;0.004875
1.0;0.6;0.00390625;9.37492675838e-05;0.200125;0.00539083557951;0.010425
1.0;0.6;0.0078125;0.000126278570527;0.171125;0.00527009222661;0.01015
1.0;0.6;0.015625;0.000188022938799;0.1459;0.004662004662;0.011425
1.0;0.6;0.03125;0.000259352914478;0.10055;0.00443458980044;0.01305
1.0;0.6;0.0625;0.000372856077554;0.102275;0.00431965442765;0.0157
1.0;0.6;0.125;0.000580467276157;0.0873;0.00506970849176;0.015625
1.0;0.6;0.25;0.000959462700888;0.063925;0.00559440559441;0.017725
1.0;0.6;0.5;0.00163265306122;0.059875;0.00750469043152;0.015125
1.0;0.6;1.0;0.0028129395218;0.05175;0.0123076923077;0.013175
1.0;0.8;0.001953125;7.32815477063e-05;0.2338;0.0120481927711;0.004125
1.0;0.8;0.00390625;7.15422725403e-05;0.22255;0.00405268490375;0.0129
1.0;0.8;0.0078125;0.000101502233049;0.179775;0.00382043935053;0.013475
1.0;0.8;0.015625;0.000152543665624;0.144775;0.00379506641366;0.01405
1.0;0.8;0.03125;0.000219719857182;0.108275;0.00378787878788;0.015425
1.0;0.8;0.0625;0.00033291718685;0.1043;0.00385356454721;0.016525
1.0;0.8;0.125;0.000541565123206;0.078425;0.00418848167539;0.01905
1.0;0.8;0.25;0.000882807327301;0.06385;0.004329004329;0.023725
1.0;0.8;0.5;0.0015467904099;0.064775;0.00621118012422;0.017825
